Habituality,Concordance
1,"damn, I don't even know who I'm talking to. So it be like now, like I say, to give you a story and eve"
1,"h] like I /saw the guy/ /unintelligible/. Then it be like, [Right.] /uh, st-/ like a and one thing hap"
1,"we- we go blow for blow, toe for toe. And it just be like, yeah, like, we know, like, you know, at the"
1,"when I get to thinking about certain things, just be like, yeah that's crazy. But it's all love. Yeah"
1,"rd just to show what's really up. Cause it really be like, [nah] like I /saw the guy/ /unintelligible/"
1,"s cats like /even know/ my brother, like sometime be in the same circle, and other times we don't. So"
1,"might just pop up or red flag the joint, and they be like, oh, oh yeah get your dumbass on the ground"
1,"ike time, you know what I'm saying, flipped. They be like, oh, my brother on they line, or he- they on"
1,"u really lunching, you know what I'm saying. They be like, nah this nigga fit the description such and"
1,"lly don't know me, you know what I'm saying. They be like, yeah, what's up man. Like, it be [crazy lik"
1,", you don't know me, you know my brother. So they be like, oh yeah, damn, you know, matter of fact he"
1,"uote, my name /RD-NAME-2/, I ain't in it, so they be like, yeah what's your real fucking name? So it's"
1,"to that. That's my day. Mm-hm. Other than that, I be just sitting in the house looking crazy. And the"
1,"g,"" that's chill, whatever them little words they be using. Young let's chill? Young, chill, what else"
1,visit as well as I visit them but like I said we be too busy with our family. Mm-hm. Okay. Well let m
1,"g I love] about him, because he promotes me and I be promoting him. [always.] [] [It is so funny, I'm"
1,"-hm.] [you know what I'm] saying, so. You know, I be struggling, I said, but I- I- what I do, I just k"
1,"n do some of the little, uh, Caucasian music that be on the radios, yeah, they- yeah. And add a [twist"
1,"you like, oh he call my name, I'm on display. You be press to get on display. So, um, yeah that's the"
1,y'all was getting together or whatever. Everybody be talking about food. What we gonna do? We gonna co
1,"she was good. She'll look at you and sing, y- you be looking back at her like, oh you doing that? Yeah"
1,"like theirs all over the fries and the chicken. I be like, nah you won't see it. I put mine to the sid"
1,e shit. And that shit be funny as fuck now that I be thinking about it cause when I got to a certain a
1,"[they say.] [] Like whenever we count to two, it be, one, two. They'll say, one, two. (atypical pronun"
1,ger. I had to tap out of some shit. And that shit be funny as fuck now that I be thinking about it cau
1,", what's up cuz? or what's up dog? Baltimore they be like, what's up dog? (atypical pronunciation) Or"
1,"og (atypical pronunciation). And we say in DC, we be like, what's up cuz? or what's up dog? Baltimore"
1,"ing, and with a good tang to it. Some people shit be watery. You go tos a restaurant, that shit watery"
1,"u know what I'm saying, I got little cousins that be like, nah boy. (atypical pronunciation) Just the"
1,"- give me [one /of their-] [Nah I] just know they be like, girl /love/-, you know how they phrase sh-"
1,", you know how they phrase sh- phrase words. They be like, uh, you know, just like- they talk like we"
1,"y from New York or something. You go to New York, be like, these niggas act like they from Jersey or s"
1,"ity to another city? Like you go to Baltimore you be like, man these niggas act like Philly's niggas,"
1,"of saying I- you know, it's- it sounds good, you be like, it's cranking. Got you, got you, got you. S"
1,"ter. You know what I'm saying? A lot of times you be like, well they shouldn't have did that one, you"
1,"be out at my bus stop every day at three. Busses be passing me by, and I'm still standing there. And"
1,"n the mirror. I- I- They just go on past me and I be like, I'm not standing on that bus, so I just sta"
1,"aksing people. I'm very shy, always have been. I be scared, it's like a scary thing like- go ahead, a"
1,"g 'em. See, I- that- that right there, you know I be saying to myself, Lord that's why the world the w"
1,"ere at four, I told him, I can't control Metro. I be out at my bus stop every day at three. Busses be"
1,"yeah my gospel. Sometime I have my gospel music I be in like in another world, I mean I have songs tha"
1,"enue], [right?] [Right.] Sometime the busses just be so jammed and they have people standing in- /al-/"
1,"- I talk to a lot of young people myself and they be like, well my mother she don't do this and my mot"
1,day almost over three [dollars.] [Mm-hm.] And you be lucky when you get it on sale for like two [fifty
1,"und you wanna go to. You'll see, them little kids be out there for a few minutes. You hear 'em- you he"
1,"g out. This one be walking straight, and this one be kicking out. Um, and the hand was gone. I had- Ma"
1,"ou know. Cause legs will be kicking out. This one be walking straight, and this one be kicking out. Um"
1,"someone. So, when we did open mics, and I know I be up there reciting my poem, and I'll be crying and"
1,"say drugs, I mean like, weed [Mm-hm.] [and] like be around with his friends and stuff. And she wasn't"
1,"d play. I'm like, I don't feel like playing. They be like, alright for one hour. I'll be like, alright"
1,They do all types of stuff they want to do. And I be okay with it. It- it- it's weird. It's just [/but
1,"because when we in public, and I call her Ma, she be like, oh, don't call me Ma in public. /We/ try an"
1,"ike to get up and go too. And the train sometimes be in the way. So that's something I'm working on, s"
1,"ess my age. And we always laugh about it cause we be like, That's not your daughter. She be like, yes,"
1,"your money come in, [and then it go out and you] be like, [Wait!] [Yeah.] [But even] like, college, l"
1,"na come here for a little while. Because come on, be real, if you really wanted to keep people in your"
1,"like, you know, Uncle /RD-NAME-1/, he alright. He be alright. Like, /you know/ as far as I know of he"
1,"r as I know of he doesn't have HIV, but he be- he be alright. Um, he funny. Why do I care? Cause someb"
1,"/ as far as I know of he doesn't have HIV, but he be- he be alright. Um, he funny. Why do I care? Cause"
1,"e of months, and be like, yo, I'm coming over. He be like, yeah, alright. I'll get the ramen right, an"
1,"is and da da da da da! And like, I walk in, and I be like, look, sis, sis, sis, chill. You, respect to"
1,"time, it- yeah, fuck it, it was important that I be out of my environment that I was in. Um, still wa"
1,sed a lot. But these youngins /out/ this jont man be tight. You know I used to play with a band called
1,"forward Mm. when you're parking and it's like- [] [Be like, no] that's not- [Yeah.] [Mm-mm.] So um, but"
1,"t one didn't we? Yes. [But she- But sometime she] be more hip than we are. Like she come home, like, ["
1,"ou know (laughing). And then you look around, you be like, damn. /Some/ good looking men up in there,"
1,"e and put this in here to make sure this building be operating when I leave. So I'm like this, I relea"
1,t and the other. And I always watch my- my father be sitting there dancing with my moms. I told dad an
1,"ct and they'll- they'll help you out, too. We all be even with each other. [It'll be a] nice [Hm.] gam"
1,perfect cause I answer all the questions. Cause I be raising my hand to answer questions in class and
1,"like you, get out of my face. And, you know, kids be disrespectful to the teachers. Most of the time I"
1,"so I could be in there, cause I know he probably be dressing up and really bringing /this thing/ to l"
1,"nd. I'm very- very loyal, very trustworthy. There be some times when I can be big out my mouth but oth"
1,"they were like, you should totally come here, we be having so much fun. So I tell my mom about it and"
1,"[Like-] like, in DC we create our own accent. We be like, dang, or- or- or with- or- um, I wanna say"
1,"that, and if it's not a traditional route, don't be afraid of that. hat."
1,"Simple City, Simple City and Eastgate beef, but I be around both areas (laughing) all the [time, so.]"
1,"6/. So my- my verse was, species number three. It be me little ST, the baddest one of them all, finna"
1,"and I wanted to be like a artist, engineer, or I be on TV playing sports. Safety- And the reason I- u"
1,"ere your brother at? Where's your brother? Sister be like, why? I mean, of course, you know, you got a"
1,"Facebook I think. I think it's that cause I don't be on Facebook that much, but. Yeah. /RD-NAME-2/ tha"
1,roximity to Georgetown. But I never considered it be Georgetown because they call it Foggy Bottom [fir
1,"ow we are so happy. [Mm-hm.] [Like] um, everybody be like- cause like when it snow at school I'm still"
1,"like, a tree'll fall down, Mm-hm. you b- hear it, be like, what's that noise? Like, something falling?"
1,"g. Nothing? I'm doing nothing. Okay. White people be like, well I wanna go to the beach, and I'm /unin"
1,"and I did this, and he would believe me. [My mom] be like, [Yeah.] no, no. My mom would be the one tha"
1,"trouble, [and she'd] get mad [all over again. She be like,] [Mm.] [] oh why your dad didn't tell me? I"
1,[] Yeah. [But] n- It seems like I'm that old. [I be] [/But-/] [] [old.] It just seems like I'm so old.
1,"here. Yeah. Sometime the truck be going, the boy be waving at you. [] [We'll] see you when we get [ba"
1,"t live in Princeville? Yeah, I know him. They- He be to the town meetings all the [time. Light] skinne"
1,"problem. Yeah, little more problem, and I- and I be the first to- I tell my guy- I tell the guys all"
1,"you. [] [We'll] see you when we get [back.] [] [I be mad], be tired and everything else. [Be about to"
1,"to play, but they taught me, so at every game, I be a winner every since, so. Okay. [] [] [It ain't l"
1,"uff] we listen to? Like- He know all that, I just be listening to 'em. /?/ [But] [What] kind of music"
